,ctx-lh-bankssts_1,ctx-lh-caudalanteriorcingulate_1,ctx-lh-caudalmiddlefrontal_1,ctx-lh-cuneus_1,ctx-lh-entorhinal_1,ctx-lh-fusiform_1,ctx-lh-fusiform_2,ctx-lh-inferiorparietal_1,ctx-lh-inferiorparietal_2,ctx-lh-inferiortemporal_1,ctx-lh-inferiortemporal_2,ctx-lh-isthmuscingulate_1,ctx-lh-lateraloccipital_1,ctx-lh-lateraloccipital_2,ctx-lh-lateralorbitofrontal_1,ctx-lh-lateralorbitofrontal_2,ctx-lh-lingual_1,ctx-lh-lingual_2,ctx-lh-medialorbitofrontal_1,ctx-lh-middletemporal_1,ctx-lh-middletemporal_2,ctx-lh-parahippocampal_1,ctx-lh-paracentral_1,ctx-lh-parsopercularis_1,ctx-lh-parsorbitalis_1,ctx-lh-parstriangularis_1,ctx-lh-pericalcarine_1,ctx-lh-postcentral_1,ctx-lh-postcentral_2,ctx-lh-postcentral_3,ctx-lh-posteriorcingulate_1,ctx-lh-precentral_1,ctx-lh-precentral_2,ctx-lh-precentral_3,ctx-lh-precentral_4,ctx-lh-precuneus_1,ctx-lh-precuneus_2,ctx-lh-rostralanteriorcingulate_1,ctx-lh-rostralmiddlefrontal_1,ctx-lh-rostralmiddlefrontal_2,ctx-lh-rostralmiddlefrontal_3,ctx-lh-superiorfrontal_1,ctx-lh-superiorfrontal_2,ctx-lh-superiorfrontal_3,ctx-lh-superiorfrontal_4,ctx-lh-superiorparietal_1,ctx-lh-superiorparietal_2,ctx-lh-superiorparietal_3,ctx-lh-superiortemporal_1,ctx-lh-superiortemporal_2,ctx-lh-supramarginal_1,ctx-lh-supramarginal_2,ctx-lh-frontalpole_1,ctx-lh-temporalpole_1,ctx-lh-transversetemporal_1,ctx-lh-insula_1,ctx-lh-insula_2,ctx-rh-bankssts_1,ctx-rh-caudalanteriorcingulate_1,ctx-rh-caudalmiddlefrontal_1,ctx-rh-cuneus_1,ctx-rh-entorhinal_1,ctx-rh-fusiform_1,ctx-rh-fusiform_2,ctx-rh-inferiorparietal_1,ctx-rh-inferiorparietal_2,ctx-rh-inferiorparietal_3,ctx-rh-inferiortemporal_1,ctx-rh-inferiortemporal_2,ctx-rh-isthmuscingulate_1,ctx-rh-lateraloccipital_1,ctx-rh-lateraloccipital_2,ctx-rh-lateraloccipital_3,ctx-rh-lateralorbitofrontal_1,ctx-rh-lateralorbitofrontal_2,ctx-rh-lingual_1,ctx-rh-lingual_2,ctx-rh-medialorbitofrontal_1,ctx-rh-medialorbitofrontal_2,ctx-rh-middletemporal_1,ctx-rh-middletemporal_2,ctx-rh-parahippocampal_1,ctx-rh-paracentral_1,ctx-rh-parsopercularis_1,ctx-rh-parsorbitalis_1,ctx-rh-parstriangularis_1,ctx-rh-pericalcarine_1,ctx-rh-postcentral_1,ctx-rh-postcentral_2,ctx-rh-posteriorcingulate_1,ctx-rh-precentral_1,ctx-rh-precentral_2,ctx-rh-precentral_3,ctx-rh-precuneus_1,ctx-rh-precuneus_2,ctx-rh-rostralanteriorcingulate_1,ctx-rh-rostralmiddlefrontal_1,ctx-rh-rostralmiddlefrontal_2,ctx-rh-superiorfrontal_1,ctx-rh-superiorfrontal_2,ctx-rh-superiorfrontal_3,ctx-rh-superiorfrontal_4,ctx-rh-superiorparietal_1,ctx-rh-superiorparietal_2,ctx-rh-superiorparietal_3,ctx-rh-superiortemporal_1,ctx-rh-superiortemporal_2,ctx-rh-supramarginal_1,ctx-rh-supramarginal_2,ctx-rh-frontalpole_1,ctx-rh-temporalpole_1,ctx-rh-transversetemporal_1,ctx-rh-insula_1,ctx-rh-insula_2
ctx-lh-superiortemporal_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029,-0.008,-0.093,0.047,-0.026,0.024,0.075,-0.185,0.09,-0.021,-0.114,0.082,-0.054,-0.015,-0.055,0.044,-0.15,0.078,0.07,0.008,0.019,-0.031,-0.09,-0.008,0.059,-0.064,-0.128,-0.044,0.061,-0.083,-0.023,-0.055,0.043,0.076,0.12,0.106,0.017,-0.08,-0.012,0.164,-0.03,-0.038,-0.006,0.023,0.016,-0.011,0.004,-0.003,0.063,0.061,0.021,0.025,-0.106,-0.106,-0.058,-0.28,-0.11,-0.042,0.009,-0.022,0.05,0.247,0.088,0.111
ctx-lh-supramarginal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.087,-0.012,0.083,0.083,0.154,0.041,0.233,-0.039,-0.112,-0.1,-0.062,-0.017,0.029,-0.221,0.038,0.006,-0.11,-0.223,-0.054,-0.083,0.014,0.05,-0.009,0.003,-0.061,-0.107,-0.063,0.049,0.03,-0.063,0.095,0.039,0.006,0.021,0.049,0.055,0.082,0.055,0.031,-0.02,0.057,-0.259,-0.109,0.008,-0.092,0.104,-0.041,-0.01,0.126,0.061,0.018,-0.179,-0.088,0.058,-0.014,0.088,0.005,0.03,-0.011,0.111,0.095,0.156
ctx-lh-supramarginal_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002,-0.005,0.012,0.11,0.091,0.045,0.154,-0.059,0.103,0.043,-0.011,-0.013,-0.055,-0.123,0.055,-0.053,0.015,-0.111,0.004,0.045,0.117,-0.068,-0.086,0.048,0.01,-0.083,-0.178,-0.007,-0.045,0.051,0.072,-0.016,-0.189,-0.039,0.036,-0.044,0.018,0.023,0.043,-0.032,0.028,-0.076,0.082,0.018,-0.015,0.031,-0.102,-0.111,0.137,0.075,0.202,0.089,0.113,-0.032,-0.011,0.035,0.04,-0.034,0.005,-0.092,0.049,0.098
ctx-lh-frontalpole_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,-0.185,-0.011,-0.011,-0.179,-0.092,-0.012,0.092,0.148,0.057,0.206,-0.101,0.024,0.014,0.098,0.071,-0.048,0.109,0.06,0.063,0.045,-0.039,0.03,0.018,-0.105,-0.035,0.076,-0.016,0.044,-0.003,0.035,0.024,-0.085,0.031,0.031,0.008,-0.109,0.066,0.079,0.043,0.055,-0.081,-0.188,-0.095,-0.147,-0.065,-0.087,0.003,-0.021,-0.059,-0.175,-0.022,-0.191,0.038,-0.012,0.014,0.146,0.082,-0.005,0.035,0.069
ctx-lh-temporalpole_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.116,-0.065,-0.025,-0.027,-0.168,0.074,-0.038,0.031,-0.01,0.066,0.056,0.022,-0.175,0.046,-0.007,-0.109,-0.036,-0.101,-0.08,0.028,-0.086,-0.058,0.007,-0.053,0.001,-0.012,0.02,-0.091,0.076,0.039,0.087,0.027,-0.007,-0.083,0.103,-0.038,-0.022,0.008,0.153,-0.061,-0.113,-0.047,0.001,-0.02,0.03,0.095,0.103,0.009,0.019,-0.133,-0.103,-0.117,-0.039,0.019,0.041,0.007,-0.074,0.062,-0.025,-0.023
ctx-lh-transversetemporal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093,-0.109,-0.024,-0.098,-0.03,-0.017,0.005,0.041,0.095,-0.113,-0.013,0.171,0.09,0.211,-0.037,0.058,-0.045,0.107,-0.04,0.028,-0.103,-0.045,-0.098,-0.032,0.001,-0.134,0.058,0.268,0.06,-0.033,0.034,-0.076,-0.002,0.1,0.039,0.1,0.151,0.101,0.002,0.053,-0.156,-0.102,-0.074,-0.217,-0.185,-0.017,0.14,0.199,0.09,0.202,0.071,-0.028,0.07,0.051,-0.036,-0.075,-0.177,-0.045,0.02
ctx-lh-insula_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.085,0.006,-0.041,-0.135,-0.1,-0.035,0.083,-0.112,-0.201,0.238,0.039,0.075,-0.239,-0.047,-0.096,0.073,-0.02,-0.008,-0.115,-0.113,-0.104,-0.065,0.077,-0.027,-0.068,0.151,0.13,-0.015,0.045,-0.093,0.089,0.124,-0.128,0.21,0.208,0.067,-0.224,-0.066,-0.236,-0.181,-0.059,-0.146,-0.207,0.018,0.041,0.114,0.013,-0.004,0.117,0.011,0.149,0.142,-0.013,0.002,0.029,0.147,0.093
ctx-lh-insula_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106,0.031,-0.109,-0.064,-0.071,0.03,0.13,-0.107,-0.204,0.107,-0.085,0.059,-0.162,-0.15,-0.172,0.039,-0.046,-0.008,-0.068,-0.052,-0.047,-0.049,-0.032,-0.051,0.002,0.177,-0.008,-0.176,-0.05,-0.159,0.122,0.145,-0.074,0.066,0.073,0.127,-0.091,-0.056,-0.043,-0.17,-0.062,-0.099,-0.127,0.036,0.13,0.195,0.043,0.02,0.173,0.102,-0.02,0.069,0.033,-0.002,-0.019,0.136,0.032
ctx-rh-bankssts_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169,-0.016,-0.092,0.029,-0.082,-0.098,0.032,-0.035,-0.004,0.012,-0.004,-0.05,0.015,0.064,0.062,-0.021,-0.093,0.012,-0.128,-0.023,-0.181,-0.104,-0.02,0.008,0.034,0.077,-0.04,0.232,0.068,-0.012,-0.026,0.083,0.007,0.031,-0.024,0.023,0.091,0.045,0.003,-0.017,0.01,0.072,0.213,0.101,0.021,-0.022,-0.049,-0.188,-0.284,0.036,0.021,-0.029,-0.02,0.14,0.065,0.121
ctx-rh-caudalanteriorcingulate_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.137,0.055,-0.151,0.15,0.059,-0.148,-0.168,0.136,-0.138,0.092,-0.141,0.021,-0.012,0.122,-0.063,0.014,0.064,0.039,-0.071,-0.016,0.03,-0.122,-0.008,0.213,-0.038,-0.206,0.041,-0.032,0.152,0.203,-0.143,0.087,0.079,0.153,-0.092,-0.062,-0.077,-0.165,-0.109,-0.153,-0.195,-0.016,0.15,0.299,0.198,0.134,0.25,0.051,0.04,0.167,-0.059,-0.07,-0.067,-0.018,-0.104
ctx-rh-caudalmiddlefrontal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.144,0.054,0.081,0.042,-0.097,0.035,0.139,-0.069,0.067,0.129,0.032,0.055,-0.005,0.033,0.008,0.043,-0.016,0.062,-0.021,-0.039,-0.042,0.125,0.01,-0.044,-0.023,-0.05,-0.042,-0.051,0.044,-0.02,-0.102,-0.021,0.042,0.176,0.169,-0.072,0.134,0.022,-0.048,-0.024,-0.111,-0.04,0.128,0.192,0.112,-0.045,0.007,-0.039,0.008,0.015,0.154,-0.193,-0.04,-0.053
ctx-rh-cuneus_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,0.022,0.001,0.164,0.008,-0.01,-0.093,-0.083,-0.061,0.005,0.062,0.013,0.088,0.169,0.009,0.016,0.026,0.111,0.037,0.043,0.03,-0.228,0.028,0.078,0.056,0.18,-0.013,-0.195,-0.014,0.042,-0.014,-0.202,-0.158,-0.148,0.147,0.024,0.095,0.103,0.113,-0.023,-0.033,-0.178,0.012,0.046,-0.064,-0.077,0.086,-0.078,0.13,-0.133,-0.029,-0.122,-0.064
ctx-rh-entorhinal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019,0.107,0.027,0.11,-0.011,0.124,-0.035,-0.084,-0.149,-0.105,-0.066,0.018,-0.055,-0.145,-0.002,0.003,-0.027,0.001,0.047,-0.024,0.048,0.059,0.101,0.006,-0.143,-0.048,0.078,-0.13,-0.048,-0.04,0.038,-0.02,-0.095,-0.046,-0.059,-0.047,-0.006,-0.015,-0.101,-0.115,-0.109,-0.067,-0.159,-0.016,0.08,-0.024,-0.008,0.045,0.008,0.06,0.002,-0.062
ctx-rh-fusiform_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.084,0.073,-0.059,-0.046,0.002,-0.093,-0.041,0.008,-0.071,-0.042,0.135,0.121,0.053,0.096,0.07,0.088,-0.067,0.016,-0.066,-0.144,0.04,0.08,0.019,0.098,-0.029,-0.069,0.162,-0.048,-0.002,-0.094,-0.067,-0.012,0.208,0.095,0.112,0.077,0.115,0.07,0.052,-0.128,0.008,0.021,-0.088,-0.058,-0.015,-0.048,0.001,0.009,0.072,-0.024,0.081
ctx-rh-fusiform_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.12,-0.039,0.124,-0.158,-0.067,0.002,-0.032,-0.046,0.133,-0.033,0.054,0.048,0.08,0.018,-0.106,0.015,-0.048,-0.058,0.145,0.171,0.091,0.149,0.01,-0.048,0.099,0.024,0.056,-0.088,-0.138,-0.105,-0.008,-0.009,0.023,0.005,0.018,0.118,-0.01,-0.201,-0.192,-0.115,-0.096,-0.004,0.002,0.004,0.04,0.053,0.186,0.072,0.136
ctx-rh-inferiorparietal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118,0.127,-0.047,0.01,0.091,0.099,0.145,0.098,-0.213,-0.153,0.128,0.064,-0.008,-0.169,-0.084,-0.021,0.097,0.054,-0.101,-0.125,-0.084,0.023,-0.012,0.028,-0.006,0.025,0.01,0.015,0.171,0.127,-0.02,-0.032,-0.137,-0.031,-0.044,-0.105,-0.086,0.141,0.058,0.101,-0.032,-0.023,-0.082,0.067,0.003,0.11,-0.15,-0.038,-0.15
ctx-rh-inferiorparietal_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.063,0.073,-0.085,0.227,0.041,0.043,-0.054,0.018,-0.04,-0.056,-0.048,0.234,0.105,-0.061,0.178,-0.11,-0.081,-0.138,0.154,-0.052,-0.033,-0.112,-0.094,-0.042,-0.12,-0.178,-0.123,0.167,0.03,0.095,0.003,0.059,0.101,0.182,-0.131,-0.219,-0.178,-0.104,-0.101,-0.023,0.025,-0.085,-0.137,0.057,0.085,-0.097,-0.144,-0.182
ctx-rh-inferiorparietal_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,-0.05,-0.015,-0.112,-0.043,-0.12,0.14,0.055,0.025,-0.01,0.05,-0.064,-0.059,0.027,-0.017,-0.107,0.129,0.021,0.042,0.044,0.031,-0.052,0.173,0.017,0.004,-0.102,-0.039,0.054,0.176,0.106,0.131,0.012,0.023,0.096,0.027,-0.024,-0.028,-0.126,-0.006,-0.14,0.132,0.022,0.067,-0.081,0.145,0.105,0.113
ctx-rh-inferiortemporal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.088,0.077,-0.038,0.018,0.003,-0.157,-0.108,-0.033,-0.039,0.105,0.056,-0.089,0.026,0.067,0.076,-0.005,0.036,0.024,-0.055,0.159,0.083,0.016,0.042,0.007,0.047,0.056,-0.157,0.065,-0.092,-0.136,0.053,-0.02,-0.097,-0.21,-0.051,-0.152,-0.167,0.127,0.076,-0.094,0.117,-0.011,0.093,0.246,0.139,-0.015
ctx-rh-inferiortemporal_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019,-0.056,-0.035,-0.111,0.151,-0.022,-0.012,-0.033,0.004,-0.113,0.064,-0.033,-0.126,-0.018,0.028,0.005,0.114,0.04,0.008,0.007,0.169,-0.02,-0.029,0.009,-0.06,-0.009,0.073,0.002,0.052,-0.056,0.068,0.156,-0.094,-0.08,-0.044,-0.099,0.012,-0.07,0.013,-0.041,0.02,-0.042,0.118,0.05,0.128
ctx-rh-isthmuscingulate_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074,0.144,0.045,-0.022,-0.015,-0.063,-0.139,0.074,0.08,-0.008,0.125,-0.036,-0.126,-0.056,0.203,-0.032,-0.075,-0.163,-0.098,-0.042,-0.056,-0.063,-0.085,0.087,0.057,0.062,0.066,-0.022,0.087,0.094,-0.122,-0.116,-0.237,-0.158,-0.068,-0.076,-0.03,-0.036,-0.197,-0.045,-0.061,-0.043,-0.196,-0.162
ctx-rh-lateraloccipital_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.074,-0.064,0.096,0.158,-0.044,0.13,0.122,0.14,-0.007,0.081,0.066,-0.159,-0.035,0.017,0.018,0.077,0.019,0.034,0.006,-0.022,-0.023,-0.066,0.003,-0.185,0.207,0.019,0.117,0.114,0.131,-0.025,-0.094,-0.132,-0.065,-0.007,0.033,-0.05,-0.047,-0.106,0.037,0.013,0.076,-0.089,-0.105
ctx-rh-lateraloccipital_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.119,0.117,0.036,0.021,0.128,0.12,0.054,0.005,0.081,0.076,-0.175,-0.008,-0.056,-0.036,0.049,-0.016,-0.056,0.127,-0.069,-0.038,-0.146,0.179,0.055,0.228,0.025,0.121,0.08,0.062,-0.002,-0.03,-0.135,-0.055,0.019,-0.027,-0.099,-0.044,-0.064,0.02,-0.007,0.051,-0.064,-0.133
ctx-rh-lateraloccipital_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.197,0.036,0.021,0.077,0.073,-0.049,0.013,0.001,0.037,-0.057,0.073,-0.02,0.146,0.085,-0.006,-0.066,0.167,-0.009,0.003,-0.081,-0.002,-0.05,0.169,0.013,0.031,0.033,0.053,0.079,-0.056,-0.136,-0.045,-0.023,-0.032,-0.109,0.134,0.019,0.001,-0.051,0.199,0.077,0.105
ctx-rh-lateralorbitofrontal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.059,0.04,-0.111,-0.107,-0.133,-0.213,0.14,0.026,-0.01,-0.225,-0.185,-0.059,-0.022,0.132,0.023,-0.031,0.021,0.128,0.059,0.05,-0.031,0.064,-0.029,-0.124,-0.137,0.003,0.178,0.156,0.079,0.14,0.044,-0.045,-0.046,0.043,0.09,0.075,0.088,0.013,-0.056
ctx-rh-lateralorbitofrontal_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,0.137,-0.093,-0.172,-0.13,-0.228,0.045,-0.052,-0.009,-0.165,-0.096,0.046,-0.075,0.079,-0.026,-0.063,0.059,0.093,0.145,0.07,-0.047,0.11,0.064,-0.062,-0.075,0.035,0.036,0.067,0.104,0.236,-0.063,-0.032,-0.079,0.015,0.02,0.001,0.029,0.038,0.024
ctx-rh-lingual_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.184,0.001,0.055,0.074,-0.002,0.048,-0.106,0.078,0.019,0.059,0.14,0.087,-0.044,0.013,0.076,0.021,-0.094,-0.067,-0.087,0.103,0.046,0.085,0.035,0.046,0.057,0.044,-0.079,-0.006,0.011,0.011,-0.086,0.099,0.035,-0.059,-0.113,-0.034,-0.1,-0.047
ctx-rh-lingual_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.071,0.05,-0.025,0.047,0.001,-0.17,0.025,0.103,-0.007,0.15,-0.029,-0.164,-0.031,-0.006,0.007,-0.151,-0.222,-0.063,0.014,-0.052,0.038,-0.003,0.096,0.021,0.009,-0.1,0.006,0.065,-0.097,-0.054,-0.004,-0.085,0.008,-0.053,-0.024,-0.113,-0.043
ctx-rh-medialorbitofrontal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,-0.015,-0.031,-0.056,-0.046,-0.017,0.02,-0.107,-0.047,-0.131,-0.034,-0.049,-0.061,-0.02,0.021,0.117,0.074,-0.062,0.009,-0.161,-0.181,-0.044,-0.059,0.021,-0.089,-0.046,0.081,-0.128,-0.02,-0.045,-0.107,-0.039,0.002,-0.047,-0.09,-0.06
ctx-rh-medialorbitofrontal_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.198,-0.053,0.022,-0.115,-0.006,0.04,-0.059,0.057,-0.154,-0.039,-0.163,-0.088,-0.052,-0.014,0.091,0.043,-0.058,0.002,-0.058,-0.057,-0.009,0.004,-0.041,-0.1,-0.056,0.023,-0.101,0.088,-0.109,-0.068,-0.025,0.051,0.046,0.004,0.004
ctx-rh-middletemporal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.137,-0.039,0.118,0.015,-0.034,0.037,0.134,0.109,-0.035,0.039,0.093,0.064,0.024,-0.017,0.021,-0.041,0.076,-0.032,-0.107,-0.053,0.117,-0.067,0.063,-0.005,-0.09,-0.082,-0.203,0.04,0.089,-0.039,-0.028,0.012,0.139,0.012
ctx-rh-middletemporal_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.118,0.059,0.011,-0.021,0.03,0.017,0.058,0.056,0.018,0.082,0.109,0.208,0.142,-0.006,0.023,-0.213,-0.004,-0.016,0.018,-0.0,0.044,0.007,0.034,-0.082,-0.018,0.013,0.152,-0.056,0.028,0.056,0.034,-0.031
ctx-rh-parahippocampal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.074,0.118,0.194,0.033,0.081,-0.041,-0.113,0.103,-0.054,0.071,-0.111,-0.12,0.048,-0.001,0.037,0.082,-0.017,0.097,0.145,0.006,-0.218,-0.115,-0.038,0.015,-0.087,0.107,-0.077,0.032,-0.042,-0.036,-0.155,0.027
ctx-rh-paracentral_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109,0.051,0.083,-0.02,-0.105,-0.077,0.007,0.058,0.005,-0.144,-0.173,0.008,-0.01,-0.019,-0.0,-0.041,0.003,0.174,0.08,0.014,-0.031,-0.149,0.028,0.112,0.209,0.128,0.013,0.085,0.173,0.124,0.162
ctx-rh-parsopercularis_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048,0.007,0.0,0.116,0.077,-0.082,0.044,0.049,0.087,-0.084,-0.127,-0.051,-0.086,0.024,-0.089,-0.119,-0.004,0.019,0.129,0.064,-0.005,0.204,0.15,-0.076,0.013,0.039,0.126,0.09,0.139,0.043
ctx-rh-parsorbitalis_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.141,0.005,0.041,0.123,-0.031,-0.049,0.028,0.162,0.187,0.039,-0.081,0.009,-0.137,0.098,-0.03,-0.022,0.048,0.048,0.046,0.072,-0.004,0.095,-0.196,-0.002,-0.091,0.123,0.1,0.074,-0.12
ctx-rh-parstriangularis_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,-0.008,0.113,-0.083,-0.021,0.024,0.156,-0.022,-0.011,-0.013,-0.056,-0.095,-0.029,-0.124,0.121,0.127,0.143,0.105,0.102,0.143,0.132,-0.067,0.012,-0.018,0.088,0.1,0.067,0.048
ctx-rh-pericalcarine_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.089,-0.077,0.129,0.086,0.029,-0.123,-0.139,-0.041,-0.062,-0.052,0.001,-0.017,-0.018,0.006,0.069,0.072,0.131,0.111,0.049,0.031,0.045,0.017,-0.031,-0.108,-0.066,-0.095
ctx-rh-postcentral_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.139,0.007,0.133,-0.007,-0.149,-0.14,0.043,-0.22,-0.046,-0.054,-0.125,-0.054,0.102,0.073,-0.003,0.039,0.004,-0.033,0.011,0.204,0.086,0.107,0.071,0.149,0.229,0.174
ctx-rh-postcentral_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046,0.036,0.024,0.013,-0.113,-0.044,-0.08,0.02,-0.038,-0.093,-0.0,0.159,0.101,-0.02,-0.057,-0.155,-0.002,0.054,0.147,0.106,0.089,0.133,0.147,0.12,0.135
ctx-rh-posteriorcingulate_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.064,0.011,0.032,-0.05,0.02,-0.146,-0.059,-0.089,-0.186,-0.099,0.025,0.101,0.131,0.072,0.279,0.044,0.03,0.075,-0.075,-0.017,-0.064,-0.116,-0.103
ctx-rh-precentral_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,-0.117,-0.058,-0.002,-0.079,-0.181,-0.035,-0.094,-0.075,-0.05,-0.021,0.027,-0.04,0.029,0.136,0.061,0.058,-0.011,0.108,0.042,0.183,0.222,0.113
ctx-rh-precentral_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.057,-0.101,0.013,-0.09,-0.098,-0.054,-0.163,-0.094,0.087,0.053,-0.004,0.066,0.047,0.041,0.114,0.052,-0.015,0.185,0.086,0.126,0.18,0.127
