,ctx-lh-bankssts_1,ctx-lh-caudalanteriorcingulate_1,ctx-lh-caudalmiddlefrontal_1,ctx-lh-cuneus_1,ctx-lh-entorhinal_1,ctx-lh-fusiform_1,ctx-lh-fusiform_2,ctx-lh-inferiorparietal_1,ctx-lh-inferiorparietal_2,ctx-lh-inferiortemporal_1,ctx-lh-inferiortemporal_2,ctx-lh-isthmuscingulate_1,ctx-lh-lateraloccipital_1,ctx-lh-lateraloccipital_2,ctx-lh-lateralorbitofrontal_1,ctx-lh-lateralorbitofrontal_2,ctx-lh-lingual_1,ctx-lh-lingual_2,ctx-lh-medialorbitofrontal_1,ctx-lh-middletemporal_1,ctx-lh-middletemporal_2,ctx-lh-parahippocampal_1,ctx-lh-paracentral_1,ctx-lh-parsopercularis_1,ctx-lh-parsorbitalis_1,ctx-lh-parstriangularis_1,ctx-lh-pericalcarine_1,ctx-lh-postcentral_1,ctx-lh-postcentral_2,ctx-lh-postcentral_3,ctx-lh-posteriorcingulate_1,ctx-lh-precentral_1,ctx-lh-precentral_2,ctx-lh-precentral_3,ctx-lh-precentral_4,ctx-lh-precuneus_1,ctx-lh-precuneus_2,ctx-lh-rostralanteriorcingulate_1,ctx-lh-rostralmiddlefrontal_1,ctx-lh-rostralmiddlefrontal_2,ctx-lh-rostralmiddlefrontal_3,ctx-lh-superiorfrontal_1,ctx-lh-superiorfrontal_2,ctx-lh-superiorfrontal_3,ctx-lh-superiorfrontal_4,ctx-lh-superiorparietal_1,ctx-lh-superiorparietal_2,ctx-lh-superiorparietal_3,ctx-lh-superiortemporal_1,ctx-lh-superiortemporal_2,ctx-lh-supramarginal_1,ctx-lh-supramarginal_2,ctx-lh-frontalpole_1,ctx-lh-temporalpole_1,ctx-lh-transversetemporal_1,ctx-lh-insula_1,ctx-lh-insula_2,ctx-rh-bankssts_1,ctx-rh-caudalanteriorcingulate_1,ctx-rh-caudalmiddlefrontal_1,ctx-rh-cuneus_1,ctx-rh-entorhinal_1,ctx-rh-fusiform_1,ctx-rh-fusiform_2,ctx-rh-inferiorparietal_1,ctx-rh-inferiorparietal_2,ctx-rh-inferiorparietal_3,ctx-rh-inferiortemporal_1,ctx-rh-inferiortemporal_2,ctx-rh-isthmuscingulate_1,ctx-rh-lateraloccipital_1,ctx-rh-lateraloccipital_2,ctx-rh-lateraloccipital_3,ctx-rh-lateralorbitofrontal_1,ctx-rh-lateralorbitofrontal_2,ctx-rh-lingual_1,ctx-rh-lingual_2,ctx-rh-medialorbitofrontal_1,ctx-rh-medialorbitofrontal_2,ctx-rh-middletemporal_1,ctx-rh-middletemporal_2,ctx-rh-parahippocampal_1,ctx-rh-paracentral_1,ctx-rh-parsopercularis_1,ctx-rh-parsorbitalis_1,ctx-rh-parstriangularis_1,ctx-rh-pericalcarine_1,ctx-rh-postcentral_1,ctx-rh-postcentral_2,ctx-rh-posteriorcingulate_1,ctx-rh-precentral_1,ctx-rh-precentral_2,ctx-rh-precentral_3,ctx-rh-precuneus_1,ctx-rh-precuneus_2,ctx-rh-rostralanteriorcingulate_1,ctx-rh-rostralmiddlefrontal_1,ctx-rh-rostralmiddlefrontal_2,ctx-rh-superiorfrontal_1,ctx-rh-superiorfrontal_2,ctx-rh-superiorfrontal_3,ctx-rh-superiorfrontal_4,ctx-rh-superiorparietal_1,ctx-rh-superiorparietal_2,ctx-rh-superiorparietal_3,ctx-rh-superiortemporal_1,ctx-rh-superiortemporal_2,ctx-rh-supramarginal_1,ctx-rh-supramarginal_2,ctx-rh-frontalpole_1,ctx-rh-temporalpole_1,ctx-rh-transversetemporal_1,ctx-rh-insula_1,ctx-rh-insula_2
ctx-lh-supramarginal_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,-0.063,0.001,-0.062,-0.098,-0.006,-0.072,-0.074,0.055,-0.115,0.102,0.033,0.009,0.042,0.145,0.026,-0.027,0.066,0.053,0.106,0.108,-0.006,-0.015,0.058,0.044,0.031,0.047,0.069,-0.027,-0.015,0.003,-0.056,-0.037,-0.014,0.069,-0.028,0.05,0.005,-0.119,-0.066,-0.003,0.05,0.052,-0.072,-0.039,-0.016,0.024,0.058,-0.098,-0.011,0.033,0.098,0.09,-0.088,-0.104,-0.039,-0.01,0.022,-0.105,-0.077,-0.085,-0.127
ctx-lh-frontalpole_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.087,0.062,0.026,-0.101,0.005,-0.055,0.164,0.028,-0.022,0.098,-0.105,-0.078,-0.012,0.118,0.019,-0.089,0.061,0.03,0.049,0.011,0.01,0.107,0.136,-0.049,0.014,0.033,-0.004,0.002,-0.035,0.031,0.028,-0.011,0.098,0.035,-0.047,-0.052,0.043,-0.029,-0.026,-0.043,0.005,-0.14,-0.045,-0.138,-0.173,-0.156,-0.03,-0.061,-0.046,-0.05,0.01,-0.077,0.002,0.025,0.033,-0.081,0.072,0.062,0.128,0.066
ctx-lh-temporalpole_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.054,0.026,0.021,-0.025,0.019,0.112,-0.027,-0.013,0.011,0.029,-0.02,-0.013,-0.065,-0.095,0.085,0.111,0.05,-0.05,-0.024,0.033,0.063,-0.042,0.048,-0.033,-0.124,0.005,0.006,-0.003,-0.093,-0.041,-0.098,0.041,-0.051,0.038,-0.002,-0.027,0.028,0.12,0.054,0.083,-0.091,-0.085,-0.011,-0.127,-0.07,0.009,0.06,0.028,0.03,0.019,0.005,0.074,-0.05,-0.092,0.048,0.039,0.039,-0.027,0.013
ctx-lh-transversetemporal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.068,-0.12,-0.079,-0.197,0.013,0.068,-0.061,0.088,-0.001,0.008,0.054,0.178,-0.116,0.004,0.024,0.122,0.128,0.103,-0.032,-0.019,0.077,0.023,-0.072,-0.025,-0.066,-0.106,0.009,-0.026,-0.069,-0.094,-0.1,-0.072,-0.09,0.005,-0.072,-0.074,0.015,-0.008,-0.012,0.032,-0.113,-0.046,-0.092,-0.128,-0.034,-0.026,-0.035,0.013,0.065,0.073,-0.096,-0.153,-0.046,-0.116,0.145,-0.013,0.006,0.014,-0.113
ctx-lh-insula_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045,-0.007,-0.025,0.096,-0.021,-0.005,0.025,0.081,-0.016,0.016,0.081,0.014,0.054,0.04,0.076,0.075,0.023,0.051,0.045,-0.005,-0.122,0.01,0.042,-0.052,0.063,-0.05,-0.017,-0.024,0.085,-0.033,-0.105,-0.125,0.015,-0.001,-0.083,-0.124,0.07,-0.027,-0.017,0.008,-0.01,-0.023,0.002,0.072,-0.073,-0.045,-0.029,0.042,-0.039,-0.045,-0.036,-0.087,-0.162,0.122,0.051,-0.084,0.001,-0.067
ctx-lh-insula_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011,0.041,0.051,0.066,-0.025,0.023,-0.042,0.053,0.019,0.026,0.009,0.021,0.065,-0.001,0.059,0.06,0.045,0.059,0.003,-0.073,-0.025,-0.039,0.025,-0.039,-0.112,-0.068,-0.082,0.006,0.005,-0.067,-0.015,0.012,-0.054,-0.105,-0.059,-0.013,-0.026,0.06,0.053,0.065,0.054,0.061,0.079,-0.013,-0.023,-0.026,0.012,0.03,-0.039,-0.083,-0.015,-0.055,0.011,0.077,-0.158,-0.087,0.04
ctx-rh-bankssts_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002,0.018,0.013,-0.104,0.092,0.019,0.058,-0.043,0.091,-0.039,0.017,0.069,0.121,0.078,0.017,-0.089,-0.086,0.134,-0.041,-0.031,-0.069,0.049,-0.012,0.038,-0.036,0.025,0.004,-0.022,0.025,-0.045,0.007,0.013,-0.049,-0.095,-0.008,-0.007,0.121,0.024,0.081,0.049,-0.041,-0.036,-0.067,-0.018,0.05,0.053,0.048,0.009,-0.026,0.073,0.076,-0.101,-0.079,-0.124,-0.055,0.021
ctx-rh-caudalanteriorcingulate_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,-0.006,-0.041,0.066,0.096,-0.041,-0.035,0.083,0.088,0.078,0.056,-0.036,0.025,0.055,-0.013,-0.034,-0.012,0.0,-0.014,-0.031,0.042,-0.046,-0.011,-0.056,0.001,-0.025,-0.002,-0.015,0.006,-0.007,-0.155,-0.028,-0.011,-0.043,0.006,0.003,0.067,-0.027,-0.021,-0.02,-0.035,-0.046,-0.021,0.013,0.058,0.03,0.018,0.009,-0.007,-0.035,-0.042,0.02,-0.144,-0.075,0.045
ctx-rh-caudalmiddlefrontal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,-0.028,-0.015,-0.041,-0.128,-0.133,0.022,-0.033,-0.013,-0.104,-0.095,-0.047,0.008,-0.07,-0.066,-0.003,0.017,-0.042,-0.02,0.031,-0.053,-0.099,0.114,0.072,-0.11,-0.015,-0.056,0.12,0.084,0.019,0.144,0.111,0.115,-0.133,-0.08,0.009,-0.04,-0.048,0.019,-0.027,0.006,0.019,0.084,0.044,0.088,0.031,-0.044,-0.056,0.124,0.099,-0.03,0.036,0.125,0.081
ctx-rh-cuneus_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096,0.046,-0.055,0.126,0.043,-0.002,0.095,-0.019,-0.046,0.114,-0.035,0.027,0.116,0.126,-0.016,0.001,-0.001,0.061,0.006,0.034,-0.04,0.019,0.046,0.158,0.029,0.053,0.057,-0.06,0.111,0.016,0.065,-0.024,0.012,0.006,0.087,0.081,0.003,0.031,-0.011,0.051,-0.027,-0.012,-0.017,-0.012,-0.021,0.004,0.044,0.025,0.165,0.227,0.046,-0.03,0.049
ctx-rh-entorhinal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.034,0.005,0.01,0.029,0.061,0.097,-0.044,0.094,0.06,-0.069,0.031,0.055,0.111,-0.029,0.039,-0.016,-0.06,0.017,0.02,-0.059,-0.115,-0.038,-0.043,0.097,-0.001,0.014,0.022,-0.002,0.007,0.011,-0.02,0.008,-0.061,-0.054,0.064,-0.091,-0.067,-0.116,-0.026,0.028,0.081,0.101,-0.077,-0.03,-0.02,-0.03,-0.03,0.171,-0.069,0.084,0.041
ctx-rh-fusiform_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.079,0.078,0.079,-0.036,0.004,-0.056,-0.048,0.07,0.01,0.035,0.072,0.049,0.04,0.045,0.013,0.033,-0.087,-0.041,-0.003,0.004,0.023,0.05,0.014,0.07,0.112,-0.014,0.162,0.086,0.041,-0.048,0.004,-0.061,0.059,0.014,0.002,-0.032,-0.038,0.044,-0.056,0.014,-0.015,-0.036,0.048,-0.02,0.045,0.094,0.032,-0.005,0.127,0.059,-0.007
ctx-rh-fusiform_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017,-0.01,-0.064,-0.015,0.029,-0.004,-0.051,-0.06,-0.014,0.03,-0.009,-0.066,-0.119,0.093,0.024,-0.063,0.057,0.052,0.063,-0.093,0.038,-0.108,-0.039,0.01,0.035,0.125,0.033,-0.028,0.044,-0.08,-0.066,0.069,-0.087,0.064,-0.036,-0.068,-0.0,0.048,0.058,0.022,-0.051,0.018,-0.041,-0.038,-0.023,-0.043,0.065,0.104,0.079,-0.009
ctx-rh-inferiorparietal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.086,0.127,0.041,0.008,0.001,0.03,0.03,0.041,-0.17,-0.143,0.156,0.13,-0.125,-0.089,0.096,-0.028,0.023,0.067,-0.027,-0.165,-0.024,0.1,0.018,0.032,0.008,0.013,0.02,0.012,-0.008,0.037,-0.145,-0.12,-0.161,-0.108,-0.114,-0.107,0.048,0.062,0.031,0.117,0.052,0.015,0.055,0.125,-0.007,-0.045,0.08,0.05,-0.017
ctx-rh-inferiorparietal_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,-0.035,0.061,-0.035,0.007,0.047,0.024,-0.073,-0.101,0.066,0.15,-0.08,-0.026,0.032,0.005,0.069,0.112,-0.086,-0.037,-0.125,0.079,0.063,0.13,0.099,0.089,0.112,0.131,-0.071,0.01,-0.082,-0.102,-0.066,-0.134,-0.079,-0.013,0.07,0.109,0.082,0.149,0.027,-0.071,0.028,0.097,0.001,-0.093,0.168,0.071,-0.003
ctx-rh-inferiorparietal_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,-0.028,0.034,-0.064,-0.053,-0.048,0.07,0.01,0.023,0.046,0.037,-0.023,0.038,0.008,0.061,-0.033,0.1,0.014,0.008,0.047,0.069,0.021,0.105,0.077,0.057,-0.058,0.027,0.035,0.012,0.056,0.073,-0.053,-0.0,-0.003,-0.031,0.122,0.021,-0.077,0.134,-0.007,0.169,0.107,0.05,-0.097,0.16,0.028,0.049
ctx-rh-inferiortemporal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,-0.049,0.041,0.023,-0.013,0.014,-0.067,0.159,-0.011,-0.03,-0.075,0.102,0.073,0.022,-0.021,-0.003,-0.069,-0.051,0.123,-0.014,-0.11,0.029,0.014,-0.024,-0.066,-0.067,0.109,-0.018,-0.014,0.036,-0.073,-0.053,-0.051,0.094,-0.02,0.03,0.076,-0.038,-0.061,0.115,0.049,-0.023,0.031,-0.07,0.007,0.076
ctx-rh-inferiortemporal_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021,-0.039,-0.087,-0.024,0.09,0.038,-0.011,-0.004,0.047,0.018,-0.013,0.042,0.025,-0.008,-0.004,0.052,0.021,0.007,0.127,0.06,0.047,0.095,0.093,0.029,0.02,-0.067,0.018,-0.007,0.041,-0.079,0.071,-0.03,-0.013,0.027,-0.038,-0.004,0.08,-0.077,-0.036,0.004,0.036,-0.079,0.13,0.061,0.054
ctx-rh-isthmuscingulate_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.036,0.003,-0.118,-0.196,-0.022,0.019,-0.079,-0.095,0.035,-0.033,0.018,0.09,-0.022,-0.075,-0.041,-0.021,0.011,-0.023,0.019,0.06,0.005,0.013,-0.026,0.019,-0.072,-0.056,-0.158,-0.11,-0.173,0.036,0.064,0.001,-0.003,0.033,0.054,0.067,0.027,0.079,-0.107,0.021,0.117,0.066,-0.019
ctx-rh-lateraloccipital_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.114,0.006,0.008,0.056,0.064,0.14,0.007,-0.056,-0.079,0.032,0.109,0.02,-0.001,-0.025,-0.108,0.086,0.128,0.03,0.082,0.111,0.098,-0.024,0.115,-0.013,0.076,-0.046,-0.049,-0.083,-0.078,0.023,-0.019,0.084,-0.052,-0.027,0.094,0.037,0.011,0.163,0.062,0.1,0.18,0.084,0.018
ctx-rh-lateraloccipital_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.053,0.067,0.069,0.023,0.076,0.072,0.054,-0.081,0.054,0.028,0.076,0.055,0.021,-0.009,-0.049,0.145,0.027,0.017,0.136,0.065,-0.015,0.076,-0.078,0.139,-0.039,-0.02,-0.015,0.029,0.02,0.0,0.007,-0.048,-0.07,0.151,0.007,-0.003,0.164,0.007,-0.013,0.186,0.068,0.052
ctx-rh-lateraloccipital_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,0.048,0.038,0.094,0.042,-0.022,-0.087,-0.033,0.138,0.001,0.089,0.08,0.042,0.052,0.068,-0.032,0.065,0.032,0.042,-0.055,0.013,-0.075,0.076,0.007,-0.002,-0.099,-0.064,-0.016,-0.066,0.023,-0.046,-0.089,0.017,-0.07,0.062,0.093,0.08,-0.053,0.133,0.06,0.082
ctx-rh-lateralorbitofrontal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.059,0.046,0.018,-0.083,-0.042,-0.1,-0.115,0.05,-0.073,-0.069,-0.081,-0.002,0.057,-0.036,-0.123,-0.119,-0.035,-0.015,-0.08,-0.157,-0.034,-0.06,0.013,0.017,-0.09,-0.097,-0.042,0.034,-0.02,0.039,0.137,-0.049,-0.048,-0.01,-0.021,0.011,0.001,-0.059,-0.036,0.041
ctx-rh-lateralorbitofrontal_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096,0.026,-0.019,-0.066,-0.09,-0.124,-0.027,-0.135,-0.083,-0.042,-0.009,0.095,-0.035,-0.11,-0.089,-0.032,0.02,-0.018,-0.074,-0.026,-0.133,0.0,0.009,-0.08,-0.051,-0.012,0.03,-0.042,0.0,0.111,-0.107,-0.093,-0.109,-0.107,-0.007,-0.029,-0.07,-0.023,0.034
ctx-rh-lingual_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,0.031,0.03,0.027,0.048,-0.031,0.061,-0.008,0.015,-0.009,0.041,0.137,0.001,0.121,0.09,0.029,-0.021,0.023,-0.031,0.033,0.045,-0.041,0.039,0.04,0.071,-0.064,0.009,-0.012,-0.032,0.073,0.096,0.084,0.071,0.059,0.172,0.039,0.018,-0.012
ctx-rh-lingual_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011,0.07,-0.059,-0.012,0.031,-0.009,-0.098,0.039,-0.023,-0.013,-0.019,-0.011,0.124,-0.052,0.006,-0.013,-0.009,0.046,0.03,-0.007,-0.025,0.042,0.018,0.009,-0.055,0.034,0.004,0.003,-0.018,-0.065,0.018,-0.003,0.135,0.092,-0.044,-0.056,-0.029
ctx-rh-medialorbitofrontal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004,-0.03,-0.097,0.082,-0.073,-0.013,-0.029,0.002,0.036,-0.076,-0.181,-0.075,-0.008,-0.11,-0.088,-0.083,-0.068,-0.101,0.003,-0.052,-0.075,-0.118,-0.007,-0.009,-0.094,-0.009,-0.003,-0.081,0.018,0.01,-0.019,-0.017,-0.047,-0.072,-0.071,-0.053
ctx-rh-medialorbitofrontal_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.069,-0.038,0.044,-0.05,-0.034,-0.001,-0.074,0.077,-0.123,-0.124,-0.031,-0.03,-0.131,-0.076,-0.072,0.003,-0.087,0.053,-0.03,-0.061,-0.043,-0.052,-0.031,-0.035,-0.006,0.01,-0.032,0.006,0.002,-0.049,-0.079,-0.034,-0.045,-0.02,-0.098
ctx-rh-middletemporal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.006,-0.037,-0.024,-0.049,-0.039,0.021,-0.052,-0.078,0.005,-0.042,-0.072,-0.032,-0.063,0.083,-0.038,0.002,0.075,-0.019,-0.008,-0.044,0.017,-0.005,-0.007,-0.009,-0.043,-0.125,0.042,-0.021,0.019,-0.146,-0.034,-0.033,0.035
ctx-rh-middletemporal_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,0.063,-0.038,-0.078,-0.04,0.054,-0.028,-0.069,-0.066,0.027,-0.092,0.046,-0.115,0.032,-0.085,-0.058,0.005,-0.174,-0.13,-0.068,0.118,0.014,-0.036,0.009,0.053,0.048,0.023,0.085,-0.089,-0.03,0.061,0.077,0.003
ctx-rh-parahippocampal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066,-0.151,0.06,-0.158,-0.031,-0.001,0.031,0.055,-0.024,-0.034,-0.019,-0.084,-0.051,0.035,-0.084,0.003,-0.005,-0.065,-0.034,-0.024,0.068,0.029,0.067,0.034,0.013,0.036,-0.041,-0.046,-0.028,0.009,-0.038,-0.115
ctx-rh-paracentral_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.107,0.003,-0.022,-0.019,0.003,0.005,-0.036,-0.059,0.002,0.058,0.06,-0.078,-0.027,-0.122,-0.052,-0.035,0.015,-0.069,-0.055,0.018,-0.005,-0.02,-0.027,0.022,-0.044,-0.003,0.082,-0.089,-0.007,-0.103
ctx-rh-parsopercularis_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065,-0.064,-0.098,0.066,0.091,0.007,0.042,0.046,0.057,-0.058,-0.027,0.0,0.006,0.096,0.077,0.03,-0.009,-0.013,0.061,0.055,0.066,0.036,-0.069,-0.034,-0.017,0.122,-0.067,-0.128,0.002,0.001
ctx-rh-parsorbitalis_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038,0.023,0.03,-0.025,0.055,0.003,-0.01,0.054,-0.036,0.033,-0.053,-0.047,0.048,-0.026,-0.056,-0.067,0.11,0.056,0.012,0.123,-0.065,-0.04,-0.031,0.067,-0.009,-0.079,-0.079,0.012,-0.004
ctx-rh-parstriangularis_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.114,0.055,0.062,0.03,0.031,-0.022,0.006,-0.115,-0.018,0.106,0.093,0.17,0.105,0.052,-0.043,0.005,0.098,0.055,0.024,0.034,-0.063,0.058,0.036,-0.011,-0.158,-0.183,-0.064,0.061
ctx-rh-pericalcarine_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019,-0.035,0.103,0.036,0.021,-0.034,0.023,-0.01,0.054,-0.033,-0.044,0.046,-0.001,0.008,-0.059,-0.013,-0.01,0.064,-0.016,0.012,0.011,-0.037,0.112,0.209,-0.052,-0.076,-0.002
ctx-rh-postcentral_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.025,-0.068,-0.015,0.06,0.022,0.082,-0.04,0.062,-0.005,-0.021,-0.043,-0.016,-0.032,-0.012,0.1,0.029,-0.041,-0.044,-0.009,-0.046,0.053,0.007,-0.04,0.019,-0.011
ctx-rh-postcentral_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,-0.037,-0.038,0.012,0.002,0.095,-0.127,0.088,-0.089,-0.113,-0.018,0.017,-0.048,0.003,0.065,-0.002,-0.024,-0.004,0.045,-0.02,0.044,0.068,-0.053,-0.011,-0.024
ctx-rh-posteriorcingulate_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038,-0.045,-0.008,-0.05,-0.047,-0.087,-0.13,-0.164,-0.051,-0.078,-0.086,-0.054,-0.051,0.111,0.207,0.043,-0.059,-0.048,-0.048,-0.038,0.083,-0.044,0.015,-0.062
ctx-rh-precentral_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048,0.013,0.047,0.032,-0.044,0.036,-0.004,0.015,0.002,-0.037,-0.025,-0.067,0.049,0.021,-0.091,-0.066,-0.046,-0.183,0.089,0.027,-0.122,-0.024,-0.038
ctx-rh-precentral_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051,0.068,0.041,-0.068,0.074,-0.001,-0.115,-0.07,-0.011,-0.045,0.005,0.107,0.098,-0.035,-0.032,-0.032,-0.14,0.126,0.05,-0.052,-0.058,0.008
ctx-rh-precentral_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003,0.021,-0.069,0.02,-0.064,-0.074,-0.056,0.049,0.008,-0.029,0.023,-0.024,0.014,0.066,-0.041,-0.049,0.094,0.068,-0.014,0.036,-0.048
ctx-rh-precuneus_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,-0.144,-0.068,-0.083,-0.139,-0.211,-0.054,-0.055,0.045,0.06,0.105,-0.007,0.002,-0.023,0.061,-0.009,0.003,0.051,0.005,-0.05
ctx-rh-precuneus_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015,-0.072,-0.088,-0.043,-0.03,0.012,-0.053,0.068,0.057,0.096,0.047,0.016,-0.007,0.055,0.016,0.103,0.025,0.023,0.019
ctx-rh-rostralanteriorcingulate_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,-0.001,-0.019,-0.055,0.029,0.001,-0.135,-0.039,0.043,0.055,0.083,-0.04,-0.02,-0.127,-0.073,-0.02,-0.121,0.008
